ObsTime,StnPres,SeaPres,StnPresMax,StnPresMaxTime,StnPresMin,StnPresMinTime,Temperature,T Max,T Max Time,T Min,T Min Time,Td dew point,RH,RHMin,RHMinTime,WS,WD,WSGust,WDGust,WGustTime,Precp,PrecpHour,PrecpMax10,PrecpMax10Time,PrecpMax60,PrecpMax60Time,SunShine,SunShineRate,GloblRad,VisbMean,EvapA,UVI Max,UVI Max Time,Cloud Amount
01,1002.4 ,1004.8 ,1004.9 ,2016-06-01 00:02 ,999.4 ,2016-06-01 16:23 ,30.0 ,33.8 ,2016-06-01 13:16 ,28.5 ,2016-06-01 00:12 ,25.8 ,79 ,63 ,2016-06-01 13:14 ,11.3 ,230 ,23.1 ,230 ,2016-06-01 09:10 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,11.2 ,82.7 ,28.17 ,19.7 ,8.7 ,11 ,2016-06-01 12:00 ,4.2 
02,1002.8 ,1005.3 ,1005.4 ,2016-06-02 22:48 ,1000.5 ,2016-06-02 05:48 ,27.4 ,29.8 ,2016-06-02 06:56 ,25.2 ,2016-06-02 10:30 ,25.1 ,88 ,75 ,2016-06-02 00:02 ,5.6 ,220 ,19.7 ,220 ,2016-06-02 00:21 ,149.0 ,5.6 ,16.5 ,2016-06-02 10:32 ,70.5 ,2016-06-02 09:46 ,0.7 ,5.2 ,4.19 ,13.6 ,/ ,2 ,2016-06-02 15:00 ,9.3 
03,1003.1 ,1005.6 ,1004.9 ,2016-06-03 00:01 ,1001.5 ,2016-06-03 15:33 ,28.5 ,30.7 ,2016-06-03 13:35 ,25.8 ,2016-06-03 02:19 ,26.0 ,87 ,78 ,2016-06-03 16:37 ,6.8 ,240 ,19.0 ,240 ,2016-06-03 14:13 ,15.0 ,1.6 ,6.5 ,2016-06-03 05:27 ,15.0 ,2016-06-03 05:18 ,9.2 ,67.8 ,25.41 ,14.3 ,7.0 ,11 ,2016-06-03 12:00 ,4.8 
04,1004.2 ,1006.6 ,1005.9 ,2016-06-04 21:52 ,1002.8 ,2016-06-04 03:07 ,29.8 ,31.7 ,2016-06-04 12:07 ,28.3 ,2016-06-04 01:41 ,26.2 ,81 ,75 ,2016-06-04 11:35 ,9.4 ,230 ,19.3 ,240 ,2016-06-04 08:04 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,12.0 ,88.4 ,28.77 ,19.2 ,7.8 ,11 ,2016-06-04 12:00 ,1.7 
05,1006.4 ,1008.9 ,1007.7 ,2016-06-05 20:20 ,1004.7 ,2016-06-05 01:34 ,28.0 ,30.2 ,2016-06-05 13:37 ,25.5 ,2016-06-05 23:25 ,25.0 ,84 ,75 ,2016-06-05 16:37 ,2.8 ,220 ,9.9 ,270 ,2016-06-05 00:07 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,4.0 ,29.5 ,19.35 ,15.7 ,-4.4 ,8 ,2016-06-05 13:00 ,6.0 
06,1007.0 ,1009.5 ,1008.2 ,2016-06-06 21:56 ,1005.8 ,2016-06-06 03:55 ,26.4 ,28.1 ,2016-06-06 14:09 ,24.9 ,2016-06-06 23:54 ,24.3 ,88 ,81 ,2016-06-06 02:21 ,2.4 ,240 ,10.8 ,230 ,2016-06-06 10:42 ,4.4 ,2.5 ,1.0 ,2016-06-06 09:11 ,1.4 ,2016-06-06 08:15 ,0.5 ,3.7 ,8.86 ,13.0 ,-1.2 ,4 ,2016-06-06 14:00 ,7.5 
07,1006.3 ,1008.8 ,1008.0 ,2016-06-07 08:18 ,1004.5 ,2016-06-07 16:09 ,27.8 ,30.9 ,2016-06-07 12:15 ,24.8 ,2016-06-07 00:07 ,24.7 ,84 ,72 ,2016-06-07 11:24 ,1.5 ,310 ,7.2 ,290 ,2016-06-07 12:42 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,9.2 ,67.7 ,26.34 ,15.5 ,5.9 ,10 ,2016-06-07 13:00 ,4.2 
08,1004.7 ,1007.1 ,1005.9 ,2016-06-08 08:09 ,1002.2 ,2016-06-08 16:28 ,28.5 ,32.1 ,2016-06-08 15:03 ,25.3 ,2016-06-08 03:11 ,24.8 ,81 ,65 ,2016-06-08 16:49 ,1.9 ,320 ,7.2 ,20 ,2016-06-08 18:06 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,8.2 ,60.3 ,24.37 ,16.8 ,-5.3 ,10 ,2016-06-08 13:00 ,6.8 
09,1004.8 ,1007.3 ,1006.0 ,2016-06-09 07:31 ,1003.7 ,2016-06-09 13:34 ,28.1 ,30.9 ,2016-06-09 11:39 ,25.1 ,2016-06-09 02:36 ,25.1 ,84 ,75 ,2016-06-09 16:15 ,2.4 ,200 ,8.2 ,20 ,2016-06-09 14:25 ,3.4 ,0.3 ,2.5 ,2016-06-09 02:19 ,3.4 ,2016-06-09 02:15 ,7.7 ,56.6 ,25.17 ,13.3 ,6.3 ,9 ,2016-06-09 13:00 ,5.7 
10,1005.7 ,1008.2 ,1006.7 ,2016-06-10 08:51 ,1004.6 ,2016-06-10 02:25 ,27.2 ,29.7 ,2016-06-10 13:37 ,25.1 ,2016-06-10 17:26 ,24.7 ,86 ,77 ,2016-06-10 13:16 ,2.1 ,180 ,7.6 ,230 ,2016-06-10 00:41 ,11.4 ,1.3 ,4.5 ,2016-06-10 17:16 ,11.0 ,2016-06-10 17:03 ,0.3 ,2.2 ,12.03 ,12.0 ,-3.0 ,5 ,2016-06-10 14:00 ,8.2 
11,1004.4 ,1006.9 ,1005.5 ,2016-06-11 00:01 ,1003.4 ,2016-06-11 02:30 ,26.8 ,29.6 ,2016-06-11 10:29 ,25.1 ,2016-06-11 06:38 ,24.0 ,85 ,73 ,2016-06-11 10:54 ,6.3 ,210 ,19.7 ,230 ,2016-06-11 15:57 ,8.5 ,5.4 ,1.5 ,2016-06-11 13:05 ,5.6 ,2016-06-11 12:59 ,0.3 ,2.2 ,10.82 ,12.7 ,-2.4 ,5 ,2016-06-11 11:00 ,9.0 
12,1002.5 ,1004.9 ,1004.7 ,2016-06-12 00:01 ,1000.4 ,2016-06-12 23:47 ,28.1 ,30.6 ,2016-06-12 10:07 ,25.2 ,2016-06-12 17:59 ,23.8 ,78 ,68 ,2016-06-12 23:21 ,8.7 ,210 ,21.9 ,210 ,2016-06-12 17:45 ,10.8 ,4.1 ,2.5 ,2016-06-12 17:34 ,7.5 ,2016-06-12 17:26 ,0.6 ,4.4 ,10.30 ,22.0 ,/ ,7 ,2016-06-12 11:00 ,8.8 
13,1001.4 ,1003.9 ,1003.5 ,2016-06-13 10:26 ,999.7 ,2016-06-13 03:50 ,27.9 ,30.8 ,2016-06-13 14:03 ,24.6 ,2016-06-13 03:51 ,23.7 ,78 ,66 ,2016-06-13 19:14 ,9.4 ,210 ,20.9 ,210 ,2016-06-13 00:51 ,53.7 ,8.3 ,7.0 ,2016-06-13 03:50 ,23.0 ,2016-06-13 03:18 ,1.4 ,10.3 ,10.89 ,17.3 ,-3.5 ,9 ,2016-06-13 13:00 ,8.3 
14,1002.2 ,1004.6 ,1004.6 ,2016-06-14 09:55 ,999.5 ,2016-06-14 02:07 ,26.8 ,28.9 ,2016-06-14 00:01 ,24.3 ,2016-06-14 13:07 ,24.3 ,87 ,70 ,2016-06-14 00:43 ,6.4 ,220 ,25.0 ,230 ,2016-06-14 10:57 ,199.5 ,12.6 ,20.5 ,2016-06-14 10:38 ,71.5 ,2016-06-14 10:03 ,0.0 ,0.0 ,0.34 ,8.9 ,/ ,0 ,2016-06-14 13:00 ,10.0 
15,1002.2 ,1004.6 ,1003.7 ,2016-06-15 08:17 ,1000.7 ,2016-06-15 02:30 ,29.3 ,30.5 ,2016-06-15 10:25 ,28.0 ,2016-06-15 02:04 ,25.9 ,82 ,75 ,2016-06-15 23:49 ,10.3 ,230 ,20.1 ,230 ,2016-06-15 12:38 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,10.9 ,79.9 ,28.33 ,20.0 ,8.2 ,11 ,2016-06-15 12:00 ,4.0 
16,1003.2 ,1005.6 ,1005.4 ,2016-06-16 21:42 ,1000.9 ,2016-06-16 00:57 ,29.5 ,31.2 ,2016-06-16 14:00 ,27.8 ,2016-06-16 04:13 ,25.5 ,79 ,74 ,2016-06-16 15:08 ,10.2 ,230 ,21.8 ,220 ,2016-06-16 13:09 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,11.3 ,82.8 ,27.60 ,22.5 ,7.9 ,10 ,2016-06-16 11:00 ,6.5 
17,1007.0 ,1009.4 ,1010.1 ,2016-06-17 21:39 ,1004.1 ,2016-06-17 01:22 ,28.8 ,30.8 ,2016-06-17 10:18 ,26.6 ,2016-06-17 23:08 ,26.0 ,85 ,77 ,2016-06-17 00:10 ,5.1 ,230 ,13.5 ,210 ,2016-06-17 00:10 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,10.5 ,77.0 ,28.78 ,22.0 ,6.7 ,11 ,2016-06-17 12:00 ,3.7 
18,1009.6 ,1012.0 ,1011.0 ,2016-06-18 21:29 ,1007.8 ,2016-06-18 04:22 ,28.7 ,31.8 ,2016-06-18 16:55 ,25.9 ,2016-06-18 02:25 ,25.6 ,84 ,69 ,2016-06-18 17:32 ,2.7 ,250 ,11.0 ,260 ,2016-06-18 14:13 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,11.0 ,80.6 ,28.09 ,16.8 ,6.5 ,11 ,2016-06-18 12:00 ,4.2 
19,1009.1 ,1011.6 ,1010.4 ,2016-06-19 07:25 ,1007.5 ,2016-06-19 15:43 ,29.0 ,32.5 ,2016-06-19 11:41 ,25.7 ,2016-06-19 04:44 ,25.4 ,81 ,66 ,2016-06-19 11:56 ,1.6 ,300 ,6.2 ,280 ,2016-06-19 12:38 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,10.7 ,78.4 ,28.65 ,18.0 ,6.6 ,11 ,2016-06-19 12:00 ,4.0 
20,1007.4 ,1009.8 ,1008.2 ,2016-06-20 00:01 ,1006.1 ,2016-06-20 16:38 ,29.3 ,32.1 ,2016-06-20 14:17 ,26.2 ,2016-06-20 05:07 ,26.1 ,83 ,68 ,2016-06-20 18:05 ,2.5 ,280 ,7.7 ,290 ,2016-06-20 12:52 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,9.7 ,71.1 ,28.67 ,18.3 ,7.5 ,11 ,2016-06-20 12:00 ,4.7 
21,1007.2 ,1009.6 ,1008.6 ,2016-06-21 10:02 ,1006.2 ,2016-06-21 02:32 ,29.3 ,31.9 ,2016-06-21 11:18 ,26.1 ,2016-06-21 05:00 ,26.0 ,83 ,74 ,2016-06-21 08:22 ,3.8 ,240 ,12.3 ,230 ,2016-06-21 10:02 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,10.4 ,76.2 ,28.12 ,18.8 ,7.3 ,11 ,2016-06-21 13:00 ,3.2 
22,1006.6 ,1009.0 ,1007.9 ,2016-06-22 08:30 ,1005.2 ,2016-06-22 17:06 ,29.7 ,31.9 ,2016-06-22 12:53 ,27.7 ,2016-06-22 00:35 ,26.4 ,83 ,78 ,2016-06-22 10:18 ,5.9 ,220 ,13.9 ,240 ,2016-06-22 11:47 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,12.8 ,93.8 ,29.21 ,19.7 ,7.4 ,11 ,2016-06-22 13:00 ,2.5 
23,1005.9 ,1008.3 ,1007.2 ,2016-06-23 07:14 ,1004.7 ,2016-06-23 17:26 ,29.5 ,32.2 ,2016-06-23 12:20 ,27.3 ,2016-06-23 23:39 ,26.3 ,83 ,73 ,2016-06-23 12:51 ,5.2 ,230 ,12.6 ,220 ,2016-06-23 07:45 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,10.6 ,77.7 ,27.67 ,19.7 ,7.1 ,11 ,2016-06-23 12:00 ,2.5 
24,1005.7 ,1008.2 ,1007.1 ,2016-06-24 22:00 ,1004.4 ,2016-06-24 15:19 ,29.3 ,32.1 ,2016-06-24 13:24 ,26.2 ,2016-06-24 05:19 ,26.2 ,83 ,75 ,2016-06-24 07:53 ,4.3 ,240 ,12.4 ,230 ,2016-06-24 08:58 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,10.1 ,74.0 ,26.29 ,17.3 ,6.3 ,11 ,2016-06-24 12:00 ,4.5 
