2012年 日/月,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
1,2012-01-01 13:00:00,2012-02-01 13:00:00,/,/,/,/,/,/,/,/,/,/
2,2012-01-02 13:00:00,2012-02-02 13:00:00,/,/,/,/,/,/,/,/,/,/
3,2012-01-03 12:00:00,2012-02-03 23:59:59,/,/,/,/,/,/,/,/,/,/
4,2012-01-04 23:00:00,2012-02-04 13:00:00,/,/,/,/,/,/,/,/,/,/
5,2012-01-05 23:59:59,2012-02-05 23:59:59,/,/,/,/,/,/,/,/,/,/
6,2012-01-06 23:00:00,2012-02-06 14:00:00,/,/,/,/,/,/,/,/,/,/
7,2012-01-07 02:00:00,2012-02-07 02:00:00,/,/,/,/,/,/,/,/,/,/
8,2012-01-08 13:00:00,/,/,/,/,/,/,/,/,/,/,/
9,2012-01-09 13:00:00,/,/,/,/,/,/,/,/,/,/,/
10,2012-01-10 12:00:00,/,/,/,/,/,/,/,/,/,/,/
11,2012-01-11 13:00:00,/,/,/,/,/,/,/,/,/,/,/
12,2012-01-12 12:00:00,/,/,/,/,/,/,/,/,/,/,/
13,2012-01-13 23:59:59,/,/,/,/,/,/,/,/,/,/,/
14,2012-01-14 23:59:59,/,/,/,/,/,/,/,/,/,/,/
15,2012-01-15 14:00:00,/,/,/,/,/,/,/,/,/,/,/
16,2012-01-16 11:00:00,/,/,/,/,/,/,/,/,/,/,/
17,2012-01-17 02:00:00,/,/,/,/,/,/,/,/,/,/,/
18,2012-01-18 13:00:00,/,/,/,/,/,/,/,/,/,/,/
19,2012-01-19 12:00:00,/,/,/,/,/,/,/,/,/,/,/
20,2012-01-20 13:00:00,/,/,/,/,/,/,/,/,/,/,/
21,2012-01-21 16:00:00,/,/,/,/,/,/,/,/,/,/,/
22,2012-01-22 11:00:00,/,/,/,/,/,/,/,/,/,/,/
23,2012-01-23 13:00:00,/,/,/,/,/,/,/,/,/,/,/
24,2012-01-24 13:00:00,/,/,/,/,/,/,/,/,/,/,/
25,2012-01-25 02:00:00,/,/,/,/,/,/,/,/,/,/,/
26,2012-01-26 23:59:59,/,/,/,/,/,/,/,/,/,/,/
27,2012-01-27 14:00:00,/,/,/,/,/,/,/,/,/,/,/
28,2012-01-28 14:00:00,/,/,/,/,/,/,/,/,/,/,/
29,2012-01-29 22:00:00,/,/,/,/,/,/,/,/,/,/,/
30,2012-01-30 12:00:00,,/,/,/,/,/,/,/,/,/,/
31,2012-01-31 13:00:00,,/,,/,,/,/,,/,,/
平均, , , , , , , , , , , , 
