ObsTime,StnPres,SeaPres,StnPresMax,StnPresMaxTime,StnPresMin,StnPresMinTime,Temperature,T Max,T Max Time,T Min,T Min Time,Td dew point,RH,RHMin,RHMinTime,WS,WD,WSGust,WDGust,WGustTime,Precp,PrecpHour,PrecpMax10,PrecpMax10Time,PrecpMax60,PrecpMax60Time,SunShine,SunShineRate,GloblRad,VisbMean,EvapA,UVI Max,UVI Max Time,Cloud Amount
01,766.4 ,3156.9 ,768.0 ,2015-01-01 08:30 ,765.3 ,2015-01-01 14:18 ,5.5 ,11.5 ,2015-01-01 11:50 ,-0.1 ,2015-01-01 21:33 ,-5.3 ,48 ,23 ,2015-01-01 08:12 ,1.3 ,40 ,6.5 ,90 ,2015-01-01 07:47 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,8.8 ,82.5 ,14.58 ,28.0 ,1.9 ,... ,... ,2.5 
02,766.0 ,3147.2 ,767.9 ,2015-01-02 09:11 ,764.6 ,2015-01-02 14:24 ,4.0 ,9.0 ,2015-01-02 12:00 ,-0.7 ,2015-01-02 21:29 ,-2.6 ,65 ,34 ,2015-01-02 03:18 ,1.4 ,40 ,6.7 ,350 ,2015-01-02 06:58 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,8.2 ,76.8 ,15.27 ,16.7 ,1.6 ,... ,... ,2.4 
03,765.5 ,3146.3 ,767.4 ,2015-01-03 08:42 ,764.5 ,2015-01-03 14:29 ,6.7 ,12.1 ,2015-01-03 12:51 ,1.5 ,2015-01-03 00:01 ,-0.8 ,61 ,35 ,2015-01-03 06:22 ,1.6 ,200 ,7.9 ,340 ,2015-01-03 07:10 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,4.9 ,45.9 ,13.24 ,14.2 ,1.9 ,... ,... ,4.3 
04,764.2 ,3139.0 ,765.4 ,2015-01-04 09:17 ,763.4 ,2015-01-04 04:29 ,9.1 ,12.4 ,2015-01-04 11:17 ,5.5 ,2015-01-04 18:45 ,0.0 ,54 ,30 ,2015-01-04 20:09 ,1.8 ,170 ,6.6 ,170 ,2015-01-04 05:29 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,9.4 ,87.9 ,15.80 ,28.3 ,1.8 ,... ,... ,0.7 
05,764.4 ,3144.6 ,765.5 ,2015-01-05 09:01 ,763.7 ,2015-01-05 03:07 ,9.4 ,15.6 ,2015-01-05 09:56 ,5.0 ,2015-01-05 20:16 ,3.4 ,68 ,32 ,2015-01-05 09:55 ,1.5 ,160 ,6.6 ,150 ,2015-01-05 00:30 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,9.4 ,87.9 ,15.94 ,30.0 ,1.3 ,... ,... ,0.0 
06,764.7 ,3143.8 ,765.9 ,2015-01-06 09:29 ,763.6 ,2015-01-06 14:12 ,8.8 ,14.3 ,2015-01-06 11:55 ,5.4 ,2015-01-06 01:37 ,6.8 ,88 ,71 ,2015-01-06 12:19 ,1.1 ,120 ,6.4 ,40 ,2015-01-06 04:26 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,5.8 ,54.2 ,12.65 ,17.5 ,1.0 ,... ,... ,3.8 
07,766.0 ,3158.4 ,767.4 ,2015-01-07 22:20 ,764.4 ,2015-01-07 02:05 ,8.3 ,10.6 ,2015-01-07 11:31 ,5.6 ,2015-01-07 21:28 ,6.3 ,87 ,75 ,2015-01-07 11:20 ,1.0 ,240 ,5.4 ,170 ,2015-01-07 23:49 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,1.6 ,14.9 ,5.43 ,5.9 ,0.2 ,... ,... ,7.0 
08,767.2 ,3166.5 ,768.6 ,2015-01-08 08:41 ,766.4 ,2015-01-08 13:20 ,6.1 ,11.6 ,2015-01-08 12:59 ,2.1 ,2015-01-08 23:36 ,0.5 ,70 ,33 ,2015-01-08 23:22 ,1.3 ,70 ,4.7 ,280 ,2015-01-08 01:34 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,7.9 ,73.7 ,14.28 ,19.8 ,2.1 ,... ,... ,1.7 
09,766.7 ,3159.6 ,768.0 ,2015-01-09 08:42 ,765.6 ,2015-01-09 14:47 ,6.5 ,11.3 ,2015-01-09 12:29 ,2.2 ,2015-01-09 01:23 ,-9.3 ,32 ,18 ,2015-01-09 18:54 ,1.5 ,20 ,7.1 ,350 ,2015-01-09 11:29 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,9.5 ,88.5 ,16.39 ,29.2 ,2.1 ,... ,... ,0.0 
10,766.1 ,3151.7 ,767.2 ,2015-01-10 09:16 ,764.9 ,2015-01-10 14:34 ,5.1 ,9.9 ,2015-01-10 10:34 ,2.1 ,2015-01-10 21:48 ,-2.1 ,62 ,36 ,2015-01-10 09:29 ,0.9 ,360 ,4.0 ,340 ,2015-01-10 14:47 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,6.2 ,57.7 ,13.23 ,23.4 ,1.2 ,... ,... ,1.2 
